Feature 01,Feature 02,Feature 03,Feature 04,Feature 05,Feature 06,Feature 07,Label
0.26918561177381406,2.890367041624797,1.8939833100908408,-0.42073678841006057,-0.8289778116991156,-3.815490872599547,-1.2192570903300335,B
-1.3273192654528552,-1.762720793568568,1.0315835498541115,2.766727277374907,-3.1749902108845967,-1.3955439838772554,-3.284435887855242,D
0.10702805579585561,3.964837541965739,1.0736007420479807,0.7583481256654805,1.5703920083408005,-0.4010105750735713,3.3324414174630927,C
-2.2947764084422495,-3.894267100755102,-0.5714857968523569,3.06735292527217,2.8920049947512156,-0.23542107540527768,-1.2927454953162627,A
-1.6350719534990548,4.305267963620265,0.10126651826511704,-5.33599816878781,1.0722156558314375,1.2863679035330184,4.74138910221328,A
1.9823987289773448,4.3725781790337495,-0.4595891748107859,-4.381318240693476,1.8661531707651986,-0.9626412811042906,1.3866130775155523,A
1.3753895208738602,-3.2918746839920416,-1.0779678584070933,-1.2545352895135768,0.6708417962502959,-1.5937550020740368,-3.047651863416463,D
1.508716755072168,2.9876131208008374,1.1055633500557234,-1.2123020189609586,3.149321581975855,2.884053304730976,2.176983772263569,D
-2.8185268809556985,-0.6198595033939562,-0.47425060080920806,-5.073817078962527,4.0372491380666595,2.124911424530402,3.021518139866787,B
-0.39590391369170286,2.303231013343522,0.0024175533433952487,-0.9465878994472359,2.619192530551077,-0.41725025855454234,3.1029441541593776,A
1.282122008132678,2.493584910863599,1.8691164259572588,-1.5271311396808729,-2.9439749632229706,-2.6406944464173483,-3.6069828096908427,B
-2.067966319651962,2.4088085064299927,-1.2481352334335492,4.308684612641285,-2.5474770916108094,-9.237300131808501,3.8336916819197873,B
4.445966098813166,-1.8118249491167306,-0.33143172942705645,2.095428308695084,0.9772191263378824,0.35058466546192535,3.1434181685493074,B
-2.3754713538727925,2.4190003995937883,0.6947349802265039,-2.6733707039147703,-0.15641906313731102,-1.0648697573546928,-0.4989290404996738,B
2.203713565470321,-1.5768217136825409,-0.7297841560036933,-2.4929975579151753,2.209286264489031,-1.4130502017329234,-1.726399844048135,D
0.43966480480964676,3.806928425690101,-1.1619847005278976,1.9309080652328694,2.6612650935280966,-1.45817779361595,-1.6266488681509221,C
0.812320276736787,3.2693273871949593,-0.7254341069349198,1.6948927579974624,2.189416161744256,-2.559072925767196,-1.259299598706082,C
-1.782248545265169,-1.712105514783383,-0.9187366883540259,0.6292549555573941,-1.5368432639913654,1.61017346841091,1.330621894799569,C
1.7011660460647617,-2.80642715042083,0.4146235974990948,-1.0225746148989736,3.4858753821646156,-1.2484322717407812,-2.5467882642716617,D
4.054705470652458,2.5949962278424703,-1.9335358424354039,-0.13818254228744165,0.590013795979528,-2.4313824762694605,-3.2350275883965156,C
3.9303915569842447,-2.3080391284391855,-1.1959743902880313,0.8589360461603945,-2.1780911079283656,-5.088246390355641,0.9334494377368774,A
2.1525851929567983,3.2596443697009505,-0.5053147621774942,-1.7795099138300439,2.9874568177273106,1.9210151889516531,2.8692759814476654,D
0.05957219551436044,2.1253239048170145,0.2429715760278461,-1.0194443199169418,2.4241139893196286,2.039635070847525,2.11799526082712,D
2.313557691940312,-1.385546056525468,1.481299029749996,-3.281205968989613,2.1494735907078337,-2.6552565203368315,-2.570388652443026,D
1.9763576875567397,-2.2341217590928073,-1.2173599869748855,-1.9344555160021502,1.8544276823332777,-2.6251605008220174,-2.344806143299921,D
-1.813868776668797,2.825984979643357,-0.15037719783219977,-0.2851835096735953,1.3011546938280079,2.206263550602719,1.4504370866541105,B
-3.2503437422697723,0.567684195974508,-1.174082891009606,3.752707491461523,-4.054205626920837,-0.31923684397384644,-3.603252137454282,C
0.5980648628927239,2.797548449842568,-1.4857093666216945,-3.120270595054968,-0.2887752769984444,-0.5417927656347008,-4.744656700513648,B
-0.8245213377741685,0.9216457174710797,1.0499844803011522,-6.9985509802928565,1.9677146069048208,-0.5489315595722744,3.2361926511883223,B
-0.5549717835486196,-2.243141668508451,-1.4577753852515674,3.4681024899045862,0.711039370885415,1.101553001335827,-2.5268740899715585,A
0.17896677752824997,0.3905021412345644,0.2848700792031732,-4.289261552417825,-3.5997995808512027,-1.9935020853812873,-2.3770844811743204,C
-3.42417496846444,0.7976058203480698,0.7902903572174399,-2.0810868778830107,-2.9352702076134944,-4.584821460675978,-0.27087815990456665,B
4.232211195826267,1.1959362137675011,-0.11772527145485924,-4.423025101233405,-3.0778842667906954,-0.13154979863819194,-2.1885252998771,B
2.3109876455027925,-0.29553051111349116,-1.9077013965343474,1.283267878175788,3.704363496917396,2.949280662590761,1.019903886739069,B
